candidate_id,source_record_number,source_filename,text_sha256,related_record_ids,match_method,disposition
telegram-linked-precedent-81e2bcc88f7ab0ba4d2e233a,348,18.pdf,b7a9eec13c938a9caa9bc6920778e3e399136e94771582de5bb31549e70a167c,telegram-linked-precedent-cd3337f682d86fd68faa9ad0,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-87b0abcd0a7fbda24d562ad0,349,18.pdf,d07a8683a1d706ce20b1b0cb4ac0298e0653b4460af2629c7de57956c92facdc,telegram-linked-precedent-598fefefd723f58cf3dc3b35,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-4afac0c84766dec6a99e0aff,350,18.pdf,995dcf71372ba8e5224dc1e33cae69294c1f28735e294eb0e9292beb24fe7bdf,telegram-linked-precedent-9b0d1aeea6353639373d218e,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-69be8d5ff42ea98f4670ce29,351,18.pdf,3667221bef41188341d732d899bd54c013327b6687e05ff478d117860b33b257,telegram-linked-precedent-17b22f21ac56c3f5d32ba591,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-06af4bc1f4f740055ae24c7d,352,18.pdf,6f235edc642949048b3f7316c03bf26b03d03fc88bff4cbd9e7d49b9e79a992d,telegram-linked-precedent-03474889577b744e8a121ff0,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-9913a951a90e6c65d04b1d3e,353,18.pdf,14f73f842f4d988664f260445727441c285378f72defa1983f14ef6ede0c68d6,telegram-linked-precedent-fc8f5302aaf89be013e2f025,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-8e0a030954ce4ada576354bc,354,18.pdf,e693ad90ea784df4d6f06f366af9c06e7dffdc809fdd9f718ef74cb586cd2b0d,telegram-linked-precedent-872c3ef867a87da6add7bb09,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-cc48f8d86a874a744c67871a,355,18.pdf,195701d6ebe680cdab8a631e9af40e8564ec81d44d9da7c2251a77f6731584b2,telegram-linked-precedent-b562cd4750440c287aac64f9,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-e497f1f0b1807a02ceba4782,356,18.pdf,f6961cd523ccc02e7b70a7cd13d943d6456e68b7f11ab18d5a0cbd4ad1b69cca,telegram-linked-precedent-9109d2f859ca133f0415cb2e,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-1f457b28c4b6aa3b3988ce15,357,18.pdf,762d8f5d57b65aff0ac25540223b733e17ca913187b14503922ed8b6a30def02,telegram-linked-precedent-0f89e22ad3d38c22d5c2d6ef,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-61b7e45acba42d4d1b2eb3d4,358,18.pdf,00a3cc46980f4dcf059a5f3016124957ed6bf345aa3a4d9be92e930513d983b3,telegram-linked-precedent-727ede1e6a8f02fc5283c87d,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-f3627799c597e24e4a99c85c,359,18.pdf,6fe1c92bf48bdd5d91acc5462dff820996ca3cdfaad642f8652cf97cec8aefaf,telegram-linked-precedent-76e0946ac700106d9e47cd81,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-9ada7b5a2117982e0140eb20,360,18.pdf,76a8384c2004315d97fc9cc634d3a98037a3c6fa2d27f42c9167222ef95eb6d7,telegram-linked-precedent-83917fb3bd661e5d614709b5,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
telegram-linked-precedent-0d3e311943d8e93deb7a0d9e,361,18.pdf,2452c4e02a29d6cfc2588e88c75f047a5987b735aca4ab9d8f0e3ebbf0a4729e,telegram-linked-precedent-f0a3d54f2da1e6c92583b0c2,exact_normalized_text,retain_incoming_output_and_review_do_not_promote
